-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 01/01/2021 
Location: Latitude  45.3859   Longitude -75.7107 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 123.92 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
WS2M_MAX              MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN              MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
WS2M_RANGE            MERRA-2 Wind Speed at 2 Meters Range (m/s) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
GWETTOP               MERRA-2 Surface Soil Wetness (1) 
GWETROOT              MERRA-2 Root Zone Soil Wetness (1) 
GWETPROF              MERRA-2 Profile Soil Moisture (1) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
TOA_SW_DWN            CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN
2020,247,18.2,23.01,12.49,341.01,1.11,0.27,0.38,0.06,0.31,1.96,2.84,0.53,2.31,0.7,0.67,0.7,20.35,22.24,30.95
2020,248,16.26,20.94,12.04,329.53,0.52,0.34,0.44,0.22,0.22,2.68,3.53,1.79,1.74,0.69,0.67,0.7,18.62,22.47,30.7
2020,249,14.65,20.36,9.23,317.35,0.64,0.3,0.52,0.16,0.37,2.07,3.15,0.92,2.23,0.68,0.66,0.7,18.97,21.98,30.45
2020,250,14.65,21.06,9.26,309.95,0.15,0.3,0.83,0.09,0.74,1.52,1.94,0.77,1.17,0.68,0.66,0.69,19.6,22.09,30.19
2020,251,17.88,23.24,11.49,375.88,5.86,0.39,0.54,0.24,0.3,3.27,4.71,1.62,3.09,0.7,0.66,0.69,6.83,18.63,29.94
2020,252,14.0,18.87,9.19,352.0,1.63,0.18,0.31,0.06,0.25,1.23,1.8,0.53,1.27,0.69,0.66,0.69,8.49,18.56,29.68
2020,253,13.84,18.19,10.96,381.23,2.42,0.19,0.23,0.14,0.09,1.44,1.86,1.07,0.79,0.7,0.66,0.69,5.68,18.62,29.42
2020,254,13.26,16.9,9.39,366.45,0.71,0.21,0.32,0.11,0.21,1.62,2.76,0.78,1.98,0.69,0.66,0.69,5.13,17.41,29.17
2020,255,12.76,18.63,6.22,295.84,0.02,0.28,0.86,0.11,0.75,1.18,1.71,0.55,1.16,0.68,0.66,0.69,17.87,21.54,28.91
2020,256,13.23,19.24,6.23,304.52,0.0,0.41,1.04,0.12,0.91,1.75,2.36,0.89,1.47,0.67,0.66,0.69,20.09,21.07,28.64
2020,257,16.37,20.63,13.23,368.95,7.31,0.34,0.41,0.24,0.18,2.79,3.55,1.67,1.88,0.71,0.66,0.69,3.79,16.56,28.38
2020,258,11.66,16.16,5.08,301.75,0.85,0.31,0.37,0.23,0.13,2.4,3.15,1.4,1.75,0.69,0.66,0.69,18.14,20.88,28.12
2020,259,10.29,15.77,4.19,316.33,0.14,0.27,0.87,0.04,0.83,1.3,2.05,0.35,1.7,0.68,0.66,0.69,10.32,15.04,27.86
2020,260,16.23,22.48,9.61,355.48,1.29,0.31,0.4,0.21,0.18,2.96,4.26,1.56,2.69,0.68,0.66,0.69,13.25,14.97,27.59
2020,261,11.01,15.53,3.94,302.66,0.23,0.34,0.84,0.22,0.62,2.06,2.49,1.27,1.22,0.68,0.66,0.69,18.03,19.31,27.33
2020,262,7.59,14.18,2.26,281.36,0.0,0.29,0.35,0.14,0.2,2.03,3.05,1.23,1.82,0.67,0.66,0.68,15.63,20.45,27.06
2020,263,7.95,13.66,1.25,270.12,0.07,0.28,0.62,0.12,0.5,1.27,1.83,0.16,1.66,0.67,0.65,0.68,19.34,20.33,26.8
2020,264,8.51,15.39,1.9,264.5,0.22,0.48,1.06,0.04,1.02,1.4,2.48,0.28,2.2,0.67,0.65,0.68,20.14,20.0,26.53
2020,265,9.37,17.5,3.3,265.7,0.0,0.48,1.12,0.07,1.05,1.52,2.45,0.66,1.79,0.66,0.65,0.68,19.57,19.41,26.26
2020,266,11.1,19.21,3.81,295.72,0.19,0.45,1.08,0.02,1.06,1.33,2.5,0.15,2.34,0.66,0.65,0.68,16.27,16.6,25.99
2020,267,15.29,22.01,9.81,335.06,0.38,0.24,0.34,0.16,0.18,2.12,3.02,1.61,1.4,0.66,0.64,0.68,14.33,17.21,25.73
2020,268,13.54,18.8,8.18,344.01,1.3,0.24,0.54,0.13,0.41,1.59,1.91,1.14,0.77,0.66,0.64,0.68,9.73,16.61,25.46
2020,269,12.63,19.92,7.66,343.38,0.52,0.19,0.45,0.05,0.41,1.31,2.02,0.59,1.44,0.67,0.64,0.68,10.93,15.5,25.19
2020,270,15.63,24.22,7.99,339.95,0.08,0.21,0.39,0.11,0.28,1.64,2.73,0.95,1.78,0.66,0.64,0.67,14.32,16.17,24.92
2020,271,19.3,25.33,14.44,366.21,0.04,0.25,0.33,0.17,0.16,2.59,3.84,1.4,2.44,0.66,0.64,0.67,9.99,13.24,24.65
2020,272,19.7,25.99,14.63,378.66,0.06,0.19,0.26,0.1,0.16,1.84,2.66,1.19,1.47,0.65,0.63,0.67,10.2,15.22,24.39
2020,273,16.79,19.75,12.45,371.11,5.41,0.27,0.34,0.15,0.19,2.31,3.29,0.86,2.43,0.68,0.64,0.67,6.28,14.58,24.12
2020,274,13.13,17.62,11.15,342.34,16.35,0.33,0.47,0.19,0.28,2.36,3.97,0.43,3.55,0.77,0.66,0.68,8.07,15.96,23.85
2020,275,13.33,18.27,9.74,341.97,1.43,0.3,0.41,0.21,0.2,1.98,2.96,0.8,2.16,0.7,0.67,0.68,10.48,16.3,23.58
2020,276,8.73,11.72,5.44,328.16,5.0,0.33,0.84,0.17,0.67,1.66,2.05,0.96,1.09,0.72,0.67,0.69,5.49,15.19,23.31
2020,277,8.02,12.48,4.22,303.24,0.25,0.24,0.83,0.09,0.73,1.18,1.66,0.61,1.05,0.7,0.67,0.69,10.11,16.08,23.04
2020,278,8.84,12.92,4.8,329.72,2.75,0.3,0.83,0.09,0.73,1.23,1.92,0.8,1.12,0.7,0.67,0.69,9.42,14.94,22.78
2020,279,10.11,14.87,7.01,332.27,1.95,0.29,0.74,0.08,0.67,1.32,2.2,0.38,1.82,0.71,0.67,0.69,6.24,14.94,22.51
2020,280,11.71,16.78,7.47,339.73,0.74,0.31,0.42,0.21,0.21,2.65,3.98,1.63,2.34,0.69,0.67,0.69,8.69,13.99,22.24
2020,281,11.33,15.4,6.59,343.73,6.44,0.45,0.66,0.27,0.39,3.79,5.81,1.64,4.17,0.73,0.67,0.69,5.8,14.0,21.98
2020,282,5.55,10.83,2.05,275.28,1.76,0.41,0.91,0.26,0.66,2.59,3.49,1.53,1.96,0.7,0.67,0.69,11.75,15.6,21.71
2020,283,8.06,14.5,0.76,295.59,0.33,0.31,0.97,0.18,0.79,1.95,2.55,1.48,1.06,0.69,0.67,0.69,12.14,14.57,21.45
2020,284,13.69,21.4,7.08,340.03,2.94,0.29,0.46,0.18,0.28,2.97,4.58,1.88,2.7,0.7,0.67,0.69,8.09,10.44,21.19
2020,285,5.3,11.37,0.82,243.66,0.89,0.27,0.72,0.12,0.59,1.91,2.65,1.01,1.64,0.7,0.67,0.69,15.71,15.6,20.93
2020,286,7.73,14.65,0.7,297.45,0.03,0.29,0.36,0.21,0.15,2.53,3.08,2.15,0.93,0.69,0.66,0.69,10.75,14.19,20.67
2020,287,9.48,13.55,7.67,340.29,6.39,0.38,1.0,0.05,0.95,1.76,2.41,0.65,1.77,0.73,0.67,0.69,3.14,12.8,20.41
2020,288,9.62,14.52,4.96,299.2,0.26,0.34,0.76,0.16,0.6,2.11,3.48,1.12,2.36,0.7,0.67,0.69,12.91,14.3,20.15
2020,289,12.32,18.48,8.17,338.26,9.06,0.29,0.42,0.16,0.27,2.94,3.69,1.79,1.9,0.73,0.67,0.69,5.09,12.81,19.9
2020,290,7.62,10.58,2.38,308.92,5.06,0.37,0.95,0.19,0.76,1.73,2.22,1.07,1.15,0.74,0.69,0.7,3.82,13.51,19.64
2020,291,6.46,12.48,2.07,272.55,0.29,0.33,0.58,0.03,0.55,1.86,3.08,0.24,2.84,0.7,0.68,0.7,12.71,13.79,19.39
2020,292,8.82,12.36,3.84,318.71,0.28,0.31,0.35,0.27,0.08,2.82,3.38,1.9,1.48,0.7,0.68,0.7,6.66,12.49,19.14
2020,293,6.67,10.48,4.62,326.45,6.58,0.2,0.3,0.1,0.2,1.66,3.12,0.65,2.48,0.73,0.68,0.7,3.37,11.71,18.89
2020,294,5.39,10.97,2.5,305.62,9.25,0.26,0.43,0.16,0.27,1.91,2.52,1.09,1.43,0.77,0.7,0.7,7.2,11.66,18.65
2020,295,9.19,16.53,2.55,323.95,9.66,0.27,0.46,0.17,0.29,2.79,3.97,1.78,2.19,0.77,0.7,0.7,2.9,10.42,18.4
2020,296,8.42,12.07,5.8,326.68,1.02,0.16,0.35,0.05,0.3,1.21,1.88,0.33,1.55,0.73,0.7,0.71,5.63,10.78,18.16
2020,297,14.9,22.57,6.58,345.7,0.89,0.23,0.3,0.12,0.17,2.7,4.47,1.15,3.33,0.72,0.7,0.71,9.6,11.33,17.92
2020,298,6.62,17.73,-0.85,310.66,3.8,0.34,0.52,0.2,0.34,2.98,4.89,1.55,3.35,0.73,0.7,0.71,8.16,12.12,17.68
2020,299,1.25,6.13,-3.45,255.98,0.01,0.24,0.44,0.16,0.28,1.64,2.11,1.18,0.93,0.71,0.7,0.71,10.6,11.98,17.44
2020,300,1.56,2.62,0.47,300.42,6.3,0.2,0.27,0.05,0.23,1.52,2.21,0.32,1.89,0.73,0.7,0.71,2.36,9.89,17.21
2020,301,-0.52,3.58,-3.55,264.02,0.67,0.3,0.79,0.12,0.66,1.56,2.03,0.68,1.35,0.73,0.7,0.71,9.0,11.66,16.98
2020,302,2.62,8.37,-2.82,299.48,0.19,0.26,0.35,0.13,0.22,2.09,3.26,1.12,2.13,0.72,0.7,0.71,6.11,11.12,16.75
2020,303,1.95,5.55,-1.72,292.12,1.15,0.27,0.36,0.19,0.16,2.01,2.67,1.38,1.3,0.72,0.7,0.71,4.2,11.05,16.52
2020,304,-1.42,3.76,-5.85,214.53,0.19,0.46,1.09,0.12,0.96,1.78,2.16,0.88,1.27,0.71,0.69,0.71,11.94,12.29,16.3
2020,305,-0.66,5.26,-3.76,221.48,0.03,0.41,0.98,0.05,0.94,1.7,2.48,0.35,2.14,0.71,0.69,0.71,11.3,11.75,16.08
2020,306,1.88,5.72,-2.91,297.96,3.35,0.31,0.37,0.24,0.12,2.89,3.34,2.06,1.28,0.73,0.69,0.71,3.2,9.98,15.87
2020,307,-0.5,0.81,-1.8,269.16,2.48,0.5,0.66,0.34,0.33,4.47,6.02,2.96,3.06,0.71,0.69,0.71,8.19,11.4,15.65
2020,308,-1.27,1.12,-3.44,269.84,0.67,0.39,0.73,0.14,0.59,2.67,4.62,0.2,4.43,0.72,0.69,0.71,7.49,11.29,15.44
2020,309,2.58,10.9,-3.67,276.99,0.3,0.23,0.34,0.16,0.19,1.95,2.4,1.58,0.81,0.72,0.69,0.71,8.74,10.08,15.23
2020,310,9.86,18.09,3.55,290.88,0.32,0.19,0.24,0.15,0.09,2.33,3.38,1.62,1.76,0.72,0.69,0.71,9.84,10.04,15.02
2020,311,10.61,16.0,6.28,306.39,0.02,0.18,0.21,0.14,0.07,2.28,3.12,1.55,1.57,0.71,0.69,0.71,6.56,9.21,14.82
2020,312,11.57,19.16,6.45,301.55,0.25,0.16,0.23,0.12,0.09,2.01,2.61,1.62,0.98,0.71,0.69,0.71,8.39,9.47,14.62
2020,313,10.5,18.48,5.71,283.66,0.04,0.14,0.21,0.09,0.13,1.59,2.23,1.05,1.19,0.71,0.69,0.71,9.73,9.61,14.43
2020,314,10.01,16.61,5.65,306.08,0.17,0.15,0.28,0.06,0.22,1.52,2.05,0.92,1.12,0.71,0.69,0.71,7.73,9.18,14.24
2020,315,12.76,19.98,6.81,314.16,0.03,0.2,0.24,0.16,0.09,2.2,2.75,1.64,1.11,0.7,0.68,0.71,7.85,9.06,14.05
2020,316,12.94,18.27,4.4,327.64,2.8,0.27,0.39,0.2,0.2,2.84,4.48,1.77,2.71,0.72,0.69,0.71,2.8,7.86,13.87
2020,317,3.58,8.02,0.02,248.11,0.06,0.48,1.09,0.23,0.86,1.93,2.66,0.37,2.29,0.71,0.69,0.71,7.75,9.79,13.69
2020,318,2.04,6.47,-0.24,275.92,0.17,0.41,0.95,0.16,0.79,1.88,2.82,1.17,1.66,0.71,0.69,0.71,5.12,8.94,13.51
2020,319,1.22,4.87,-4.1,263.97,0.16,0.52,0.99,0.3,0.7,2.44,3.29,0.55,2.74,0.7,0.69,0.71,6.38,9.28,13.34
2020,320,2.02,8.68,-4.68,294.27,5.35,0.59,0.78,0.34,0.45,4.15,6.19,1.81,4.38,0.73,0.69,0.71,1.71,7.83,13.17
2020,321,4.44,7.37,0.31,296.7,1.22,0.63,0.8,0.42,0.38,4.38,5.4,2.59,2.81,0.72,0.7,0.71,4.22,8.77,13.0
2020,322,-2.13,1.46,-6.25,260.16,0.13,0.45,0.56,0.31,0.25,2.66,3.54,1.62,1.91,0.71,0.69,0.71,5.22,8.97,12.84
2020,323,-4.79,-2.42,-6.04,238.59,0.15,0.37,0.54,0.2,0.34,2.04,2.65,0.31,2.34,0.71,0.69,0.71,6.02,9.3,12.69
2020,324,1.36,6.18,-3.81,283.91,0.27,0.41,0.52,0.3,0.22,2.8,3.49,1.84,1.66,0.71,0.69,0.71,4.02,7.96,12.54
2020,325,7.73,13.99,2.33,317.35,0.26,0.38,0.48,0.26,0.22,2.89,3.81,1.94,1.88,0.71,0.69,0.71,3.66,7.56,12.39
2020,326,0.58,5.42,-5.52,258.05,0.01,0.38,0.48,0.29,0.2,2.3,2.9,1.49,1.4,0.7,0.69,0.71,6.99,8.77,12.24
2020,327,-2.28,0.47,-5.54,262.05,9.08,0.41,0.65,0.26,0.38,2.23,3.61,1.45,2.16,0.71,0.69,0.71,2.81,8.17,12.1
2020,328,-1.33,1.22,-4.94,285.41,7.49,0.48,0.69,0.07,0.62,2.61,3.8,0.28,3.52,0.73,0.69,0.71,3.25,7.93,11.97
2020,329,-6.42,-3.37,-9.74,223.42,0.19,0.53,0.73,0.25,0.49,2.34,3.16,0.88,2.27,0.71,0.69,0.71,7.86,8.65,11.84
2020,330,-1.99,0.8,-6.37,279.82,5.47,0.31,0.41,0.18,0.23,1.92,2.63,1.02,1.61,0.73,0.69,0.71,2.61,6.93,11.71
2020,331,1.15,2.76,0.05,300.83,3.36,0.41,0.65,0.23,0.43,2.02,3.02,1.25,1.77,0.77,0.7,0.72,2.59,7.06,11.59
2020,332,1.37,3.45,0.03,298.91,0.35,0.36,0.77,0.16,0.61,1.39,1.9,0.91,0.99,0.76,0.71,0.72,2.0,7.51,11.47
2020,333,0.8,3.52,-1.2,296.6,0.18,0.33,0.46,0.15,0.31,1.62,2.38,0.72,1.66,0.74,0.71,0.72,3.88,6.78,11.36
2020,334,0.82,6.7,-2.7,277.8,0.02,0.37,0.48,0.25,0.23,1.87,2.3,1.32,0.99,0.74,0.71,0.72,6.05,7.44,11.25
2020,335,0.88,2.27,-0.31,285.41,11.62,0.42,0.76,0.23,0.54,2.29,3.87,1.55,2.31,0.78,0.71,0.73,1.91,7.05,11.14
2020,336,2.12,5.3,0.19,301.35,6.2,0.33,0.47,0.15,0.32,1.72,2.44,0.59,1.85,0.79,0.73,0.73,2.15,6.75,11.05
2020,337,-2.18,0.65,-6.68,273.02,1.82,0.59,0.77,0.41,0.36,2.63,3.47,1.9,1.57,0.75,0.73,0.73,3.12,6.96,10.96
2020,338,-1.09,2.95,-6.6,279.78,0.51,0.53,0.67,0.42,0.25,2.52,3.36,2.04,1.33,0.75,0.72,0.73,2.19,7.04,10.87
2020,339,0.98,4.04,-1.0,299.55,2.66,0.31,0.5,0.17,0.33,1.78,2.69,1.08,1.61,0.76,0.72,0.73,2.14,6.79,10.79
2020,340,-2.11,1.41,-5.86,277.26,0.11,0.62,0.87,0.23,0.64,2.87,4.02,1.05,2.98,0.74,0.72,0.73,2.95,6.73,10.7
2020,341,-5.98,-3.24,-7.76,230.84,0.09,0.8,1.01,0.61,0.4,4.05,4.64,3.27,1.38,0.73,0.72,0.73,5.74,7.59,10.63
2020,342,-7.72,-3.75,-10.38,229.91,0.45,0.54,0.62,0.47,0.16,2.74,3.17,2.36,0.81,0.73,0.71,0.73,5.25,7.32,10.56
2020,343,-8.93,-4.71,-12.85,237.97,0.08,0.46,0.57,0.3,0.27,2.05,2.6,1.3,1.3,0.73,0.71,0.73,4.18,7.58,10.49
2020,344,-2.38,1.39,-6.32,283.7,2.29,0.38,0.47,0.2,0.27,1.88,2.28,1.12,1.16,0.74,0.71,0.73,2.08,6.85,10.43
2020,345,-1.39,1.72,-3.83,282.37,0.06,0.45,0.61,0.25,0.36,2.02,2.88,1.15,1.72,0.73,0.71,0.73,3.26,7.12,10.38
2020,346,-0.15,3.92,-4.4,288.09,0.28,0.37,0.73,0.23,0.5,1.45,1.88,0.62,1.25,0.74,0.71,0.73,3.86,6.41,10.33
2020,347,0.15,1.44,-1.01,292.73,6.06,0.81,1.06,0.5,0.56,3.25,4.23,1.93,2.3,0.75,0.71,0.73,1.71,5.43,10.28
2020,348,-0.6,3.03,-4.92,294.03,0.6,0.91,1.38,0.55,0.82,3.48,5.05,1.91,3.14,0.76,0.72,0.74,2.7,6.75,10.24
2020,349,-3.45,-0.52,-6.48,260.63,0.6,0.61,1.53,0.23,1.3,2.38,5.99,0.62,5.37,0.74,0.72,0.74,3.04,7.04,10.21
2020,350,-13.41,-7.74,-17.58,190.58,0.15,1.03,1.46,0.72,0.73,3.93,5.69,2.2,3.49,0.73,0.72,0.74,6.61,7.43,10.18
2020,351,-14.81,-12.24,-17.9,210.38,0.23,0.7,0.94,0.55,0.39,2.57,3.75,1.58,2.17,0.73,0.71,0.74,4.69,7.11,10.15
2020,352,-12.53,-7.01,-15.46,214.79,0.1,0.62,0.84,0.45,0.39,2.41,3.37,1.7,1.66,0.73,0.71,0.74,4.35,6.77,10.13
2020,353,-12.15,-5.74,-17.81,181.08,0.79,0.52,0.92,0.18,0.75,1.2,1.91,0.23,1.69,0.73,0.71,0.74,7.21,7.31,10.12
2020,354,-8.6,-4.4,-14.22,240.2,0.59,0.52,0.95,0.34,0.6,1.7,2.19,1.13,1.05,0.73,0.71,0.74,3.42,6.58,10.11
2020,355,-3.09,-0.51,-5.71,291.68,2.41,0.57,0.67,0.47,0.2,2.26,2.7,1.92,0.77,0.73,0.71,0.74,2.33,5.84,10.1
2020,356,0.51,3.3,-0.89,295.84,0.59,0.58,0.77,0.38,0.39,1.8,2.98,1.12,1.85,0.75,0.71,0.74,2.9,6.21,10.1
2020,357,-3.12,0.87,-10.58,274.53,0.56,1.03,1.68,0.38,1.31,3.32,5.33,0.96,4.37,0.74,0.72,0.74,2.48,6.32,10.11
2020,358,-7.22,-3.69,-11.73,252.58,1.39,0.7,1.02,0.23,0.77,2.38,3.59,0.59,3.0,0.74,0.71,0.74,1.86,6.67,10.12
2020,359,1.69,4.66,-3.19,295.52,18.36,0.99,1.59,0.43,1.16,3.48,5.44,1.16,4.28,0.82,0.73,0.74,1.31,6.11,10.14
2020,360,1.7,6.08,-3.84,292.91,20.63,0.92,1.27,0.52,0.74,3.1,4.29,2.2,2.1,0.87,0.77,0.77,1.09,5.93,10.16
2020,361,-5.95,-2.99,-11.18,255.28,0.69,1.1,1.49,0.66,0.83,3.59,4.8,2.06,2.73,0.78,0.77,0.77,4.16,7.07,10.18
2020,362,-8.09,-4.54,-12.32,242.84,0.13,0.59,1.2,0.2,1.0,1.91,4.03,0.46,3.56,0.77,0.75,0.77,4.87,6.99,10.21
2020,363,-1.72,3.45,-6.2,287.48,4.17,1.41,1.91,1.05,0.86,4.52,5.77,3.54,2.23,0.78,0.75,0.77,1.16,6.1,10.25
2020,364,-10.83,-7.24,-14.11,198.64,0.08,0.86,1.16,0.57,0.59,2.9,3.7,2.06,1.63,0.77,0.74,0.77,6.9,7.22,10.29
2020,365,-6.67,0.83,-12.64,257.59,6.56,0.77,1.52,0.32,1.21,2.45,4.7,0.82,3.89,0.77,0.74,0.77,2.1,6.48,10.34
2020,366,-3.63,0.87,-10.13,271.67,0.12,1.11,1.63,0.62,1.02,3.43,4.87,1.63,3.23,0.77,0.74,0.77,3.08,7.13,10.39
2021,1,-6.52,-1.06,-10.41,258.12,1.49,0.6,0.98,0.22,0.76,1.6,3.09,0.52,2.57,0.77,0.74,0.77,3.17,7.36,10.45
